Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
204,0.7560975609756098,82,20,"sub s.(3); Agri cultural & Industrial Society Ltd.; Panipat Co op; State of U. P.; State of U.P.; State of U.P.; Central Roig Refining Company; Prag Ice & Oil Mills; State of Karnata ka; State of U.P.; Commissioners of Customs ney vs Forde, [1971] AC 632; Cynamide India Ltd. & Ant., [1987] 2 SCC 720; Federal Power Commission vs Hope Gas Co., ; ; Union of India & Anr; Lynch vs Tilden Produce Co.; Re Burns & Township of Haldimand; Rochester Tel. Corp. vs United States, [1939] 307 U.S. 125; Saraswati Industrial Syndicate Ltd. vs Union of India; Saraswati Industrial Syndicate Ltd., vs Union of India; Union of India, [1973] 2 SCR 860; A.K. Kraipak"
205,0.7142857142857143,21,6,"High Court at Calcutta; Rule 9 of Chapter 32; rule 13 of Order XIII, S.C.R.; rule 8 of Order XLV; Code of Civil Procedure; S.C.R."
206,0.8636363636363636,22,3,"section 2(a), (b) and (c); section 33 to section 8; Orissa Sales Tax Act, 1947 (Principal Act)"
207,0.6666666666666667,6,2,Arundhati Balkrishna; Gujarat
208,1.0,6,0,
209,1.0,8,0,
210,1.0,2,0,
211,0.5,2,1,section 10A
212,0.8333333333333334,6,1,Act 35 of 1969
213,0.9230769230769231,13,1,c1.7 of article 22
214,0.9024390243902439,41,4,Sarvashri Subrahmanyam; recrimination petition No. 1/74; sections 17 to 20; Wiswanatha vs Konappa AIR 1969 S.C. 604
215,0.5,6,3,O.XXII Rule 3; O.XXII rule 9; Bhagwan Swaroop vs Mool Chand and Hans Raj vs Sunder Lal Aggarwal (1982) 1 sec
216,0.0,4,4,7.1.85; Supreme Court; Rule 1 of Order XLVII; section 5
217,0.75,16,4,iii)Clause (3) of section 123; I; Lachhi Ram; Jamuna Prasad Mukhariya
218,0.8125,16,3,article 226 and article 227; r. 94A.; Cr. P. C.
219,0.7894736842105263,19,4,"cl. 5; C.P.C.; Tata Engineering & Locomotive Co., Ltd. vs The Registrar of Restrictive Trade Agreements; Supreme Court"
220,0.8378378378378378,37,6,Punjab Financial Commis sioner 's Office Rules 1957; Financial Commis sioner; 11 5 1957; 1601 1609 and 2402; 9 2 1957; Bholanath J. Thaker vs The State of Saurashtra AIR 1954 SC 680
221,0.33333333333333337,3,2,"Bharatkhand Textile Manufacturing Co. Ltd. vs The Textile Labour Association, Ahmedabad; Express Newspapers (P.) Ltd. vs Union of India"
222,1.0,9,0,
223,0.7142857142857143,14,4,"Schedule I; s.6; Bombay Rent Act; Bombay Rent Control Act, 1947"
224,0.8200000000000001,50,9,"Rationing; English Common Law 173; Bengal Immunity Co. vs State of Bihar; Director of Rationing vs Corporation of Calcutta; Province of Bombay vs Corporation of the City of Bombay, (1946) L.R. 73 I.A. 27; Province of Bombay vs Corporation of the City of Bombay, (1946) L.R. 73 I.A. 271; State of West Bengal vs Union, [1964] 1 S.C.R. 371 Srivenkata Seetaramanjaneya Rice & Oil Mills vs State of Andhra Pradesh; of Rationing vs Corporation of Calcutta; C. J. Wanchoo"
225,0.7692307692307692,13,3,"conditions (1) and (ii); section 36B(1)(b); Tenancy Act, 1948"
226,0.9230769230769231,13,1,"Bharat Siigar Mills vs The State of Bihar, 11 S.T.C. 793"
227,0.88,25,3,"Commissioner of Sales Tax, U.P. vs M.S.N. Brothers, Kanpur, PG NO 14; Grenfell vs I.R.C.; Md. Qasim Larry, Factory Manager, Sasamusa Sugar Works vs Muhammad Samsuddin"
228,0.8,15,3,Act 48 of 1948; Amending Act; Amending Act of 1948
229,0.0,3,3,U.D.C.; article 226; Constitution
230,0.8,15,3,"Prevention of Corruption Act; H.N. Rishbud & Inder Singh vs State of Delhi, [1955] I S.C.R. 1150; State of Madhya Pradesh vs Mubarak All [1959] Supp. 2 S.C.R. 201"
231,0.8,15,3,"Bhagat Ram vs Kheta Ram and Anr., A.I.R. 1929 P.C. 110; Naveneetha Krishna Thelavar vs Ramesway Pandia Thelavar, I.L.R. 40, Madras 871; [1971] I .S.C.R. 8"
232,0.9333333333333333,15,1,Ram Krishna
233,N/A,0,0,
234,0.7058823529411764,17,5,. 13; Clause 12; Clause 13; Explanation 11 to section 20(a); Court at Varanasi
235,0.75,44,11,s 115(7); section 116(1) and article 311(1); Central Govt; Mysore State Road Transport Department; State of Jammu & Kashmir; State of U.P.; AIR 1949 P.C. 112; Gurmukh Singh vs Union of India A.I.R. 1963 Punjab 370; N. Somasundaram vs State of Madras A.I.R. 1956 Mad. 419; Ram Naresh Lal [1970] 3 S.C.R. 173; Ranga chari vs Secretary of State 64 I.A. 40: AIR 1937 P.C. 27
236,1.0,7,0,
237,0.8918918918918919,37,4,24.5.89; John Martin vs State of West 101 Bengal; Rex vs Halliday; Shalini Soni vs Union of India
238,0.5714285714285714,7,3,"sub letting; Andhra Pradesh Buildings (Lease, Rent and Eviction) Control Act, 1960; M. Rodgers vs N. Prakash Rao Naidu, 11969] I MLJ 352"
239,1.0,15,0,
240,0.0,1,1,"Toshanpal Singh vs District Judge of, Agra, L.R. 61 I.A. 350"
241,0.8,20,4,"Sections 4(1), 12(2), 23(1), 23(4) and 23C; sub sec tion (1) of Section 23; sub section (1) of Section 23; sub section (4) of Section 23"
242,0.8888888888888888,9,1,District Judge of Ratlam
243,0.875,8,1,Andhra Pradesh (R&B) Engineering Subordinate Service
244,0.7916666666666666,24,5,"Independence of India Act, 1947; Indian Extradition Act; Treaty of Extradition of 1869; Uttar Pradesh; DAS"
245,0.8,5,1,Ss. 3 and 4
246,0.5,4,2,"Ah Shain Shoke vs Moothia Chetty (1899) L. R. 27 I. A. 30; Cowie vs Ramfry, (1846) 3 Moo"
247,1.0,5,0,
248,0.9,60,6,ss 114 and 115; Delhi Rent Control Act l958 and 440; rent control legislation; Dewan Daulat Ram vs NDUC; Diwan Daulat Ram vs N. D.M.C.; Dote
249,0.75,16,4,"1.01; 3.7.1969; State of U.P. and Ors., [1989] Supp.1 SCR 623; Synthetics and Chemicals Ltd. case, [1989] Supp.1 SCR 623"
250,0.9310344827586207,29,2,section 16(1) (a) (i) r/w sections 2(1)(i) and 7(1); Udgir
251,0.8125,16,3,"s 197; Baijnath vs State of Madhya Pradesh, A.I.R. 1966, S.C. 220; Harihar vs State of Bihar"
252,0.8125,16,3,Bihar State; Shyam Lalv; State of U. P. & Anr
253,1.0,5,0,
254,0.875,32,4,"section 8, 16, 20 nor section 40; April 2, 1969; October 2, 1968; 1961(63) Punjab Law Reporter p. 75"
255,0.8571428571428572,14,2,I.P.C.; Supreme Court(Enlargement of Criminal Appellate Jurisdiction) Act (Act 28) 1970
256,0.7058823529411764,17,5,"1.01; 1.02; 1.03; Section 14, Items A to E. [32A B] N 4; Modi vs S.A.L., Narayana Rao, SC; C.L T., Bombay vs Smt"
257,1.0,4,0,
258,1.0,6,0,
259,0.75,8,2,A; P
260,0.72,25,7,"Laskar Co; U.P.; December 21, 1955; June 1, 780; sub clause (2); sub clauses (2) and (3); Supreme Court"
261,0.8,5,1,Code of Criminal Procedure
262,0.8125,32,6,Government of UP; State of Gujarat; 10.8.75; 2.2.77; 22.5.80; 5.7.75
263,0.8461538461538461,13,2,r. 8; J.K. Cotton Spinning & Weaving Mills Co. Ltd. vs The Sales Tax Officer 16 STC 563
264,0.8333333333333334,6,1,proviso (b) to s.10 (2)(x)
265,0.5555555555555556,18,8,"1.4.1961; 1.7.73; 1.7.74; 30.6.74; 30.6.75; 41 A; Section 2 (17); Commissioner of Sales Tax vs Burmah Shell Refineries Limited, (1978) 41 S.T.C. 337"
266,0.9,10,1,"Kshetra Mohan Sanyasi Charan Sadhukhan v, Commissioner of Excess Profits Tax, [19541 S.C.R. 268"
267,0.8,5,1,Supreme Court
268,0.9,10,1,Government of A.P. vs Cornelius
269,0.7272727272727273,11,3,"E Gretfell vs IR.C. [1876); Planters Nut and Choco Co. Ltd. vs The King, [1951] 1 DLH 385 and 200; State of West Bengal vs Washi Ahmed"
270,0.8,25,5,"article 19. 886; A.I.R. 1957 S.C. 790; State Trading Corporation of India Ltd. vs State of Mysore; State Trading Corporation of India Ltd. vs State of Mysore, 14 S.T.C. 188; [1960] 2 S.C.R. 146"
271,0.7777777777777778,9,2,"Bombay Act LXII of 1949; Bombay Taluqdari Tenure Abolition Act, 1949 (Bombay Act LXII of 1949)"
272,0.875,40,5,"Art 144(A); items 1, 2. 3 and 7; proviso to section 4(1); section 5(2) of 759; C.R. Bansi vs State of Maharashtra [19711 3 S.C.R. 236"
273,0.8333333333333334,18,3,"Council vs British India Steam Navigation Co. 13 C.L.J. 90; K. B. Sipahimalani vs Fidahussein Yallibhoy, 58 B.L.R. 344; [1962] 3 Supp"
274,0.7931034482758621,29,6,S.C.R. 364; s.123(1); Anti Corruption and Prohibition Bureau; Imco Triplex Junior; A.I. R. 1972 S.C. 2136; Issaradas Daulat Ram & ors vs The Union of India & ors [1962] Suppl
275,0.7884615384615384,52,11,"s.100; s.55; section 13(2) and section 55; C.P.C.; CPC; English Act; General Clause Act; General Clauses Act; Council vs Hindustan Co operative Insurance Society Ltd., 58 I.A. 259; N.M. Desai vs Textiles Ltd., C.A. 245 of 1970; Tata Engineering & Locomotive Co. Ltd. vs Registrar of Restrictive Trade Practices"
276,0.5714285714285714,7,3,11.5.87; Per Sawant; Per Sharma
277,0.8,5,1,proviso to section 6 (1)
278,0.6190476190476191,21,8,"748 article 31; Art;, 20(1); section C. R. 8; Madras Act ' 29 of 1954; Madras Act, 29 of ' 1954; Madras Electricity apply Undertakings Act 1949; Deep Chand vs State of U. P., (1959); Supreme Court"
279,0.8048780487804879,41,8,"s.60; section 418 and sub section; section [780 F H] (iii); P.C. (Amendment) Act (26 of 1955); Kundan Lal; A.I.R. 1945 P.C. 64; K.M. Nanavati vs State of Maharashtra; Mathammal Saraswathi vs The State, A.I.R. 1957 Kerala 102"
280,0.8,5,1,I.P.C.
281,N/A,0,0,
282,0.7555555555555555,45,11,"States Reorganization Act, 1956; February 3,1971 amended; Cabinet Secretariat; Rule 299 (1) (b); S.C.R 634; proviso to sub section (7); section Gopalan; Osmania Sikka; State of Andhra Pradesh vs Ahmed Hussain Khan and State of Andhra Pradesh vs section Gopalan; Ahmed Hussain Khan; Supreme Court"
283,0.5833333333333333,12,5,s.32; s.32(1); s.32(g); s.43A; Supreme Court
284,0.6666666666666667,6,2,G; S
285,0.6428571428571428,14,5,"Exception 4 to section 300; I.P.C; I.P.C.; Chahat Khan vs State of Haryana, A.I.R. 1972 S.C. 2574; Chamru Budhwa vs State of Madhya Pradesh, A.I.R. 1954 section C. 652"
286,0.8333333333333334,12,2,"National Syndicate; Indian Iron & Steel Co., Ltd. vs Commissioner of Incometax, Bengal, , Commissioner of Income tax vs Shaw Wallace & Co., Ltd., (1932) L.R. 59 I.A. 206"
287,0.8333333333333334,6,1,section 2(fee) into section 25B
288,0.8055555555555556,36,7,"Section 13(1A); proviso to the rule; Supreme Court; Baits vs Lord Hailsham & Tulsipur Sugar Co. vs Notified Area Committee; Bapubhai Ratanchand Shah vs State of Bombay LVII 1955 Bom; [1979] 3 S.C.R. p. 1217, 1247; L.R. p. 892, 903 904"
289,0.9130434782608696,23,2,Bombay Exchange; Calcutta & Delhi
290,0.76,25,6,"Article 226; s, 226(3); section 225(3)of the; Constitution; 19 '51; I.T.O."
291,0.16666666666666663,6,5,"Chhotey Lal Chaudhury vs Dalip Narain Singh, ([1938] I.L.R. 17 Patna 386; Hayat Ali Shah vs Nem Chand (A.I.R. ,; Ram Nath vs Chiranii Lal, ([1934] I.L.R. 57 All. 605); Supreme Court; Representation of the People Act"
292,0.7692307692307692,13,3,"section C. R. 981; N. Masthan Sahib vs Chief Commissioner, [1962] Supp; Government of a State"
293,0.75,16,4,"Sections 12 (3) (a) and 12 (3) (b); Bombay Act; Bombay rent Act, 1947; Transfer of Property Act"
294,0.9333333333333333,15,1,Section 3
295,0.782608695652174,23,5,"S.T. No. 264 of 1973; section 302/149, 201/149, 379/149, 147 and 148; Tikhra; C.; I.P."
296,0.7222222222222222,18,5,"r. 2; r. 2(h); r. 3; Provident Fund Scheme Rules; 790 Gordon vs Jennings, ; Mohmedalli vs Union of India, AIR 1964 SC 980"
297,1.0,6,0,
298,0.8095238095238095,21,4,"Central Govt; Harijan Kalyan Parishad; Ministry of Finance, Department of Economic affairs (Banking Division); Bihar"
299,0.7804878048780488,41,9,"High Court of Bombay; 1987 Mah; L.J 243; D. Ojha; ,[1955] 2 S.C.R. 374; Gujarat State Financial Corporation, [1987] 3S.C.C. 597; Maganlal V. MIS; Jaiswal Industries; Neemach"
300,0.6875,16,5,"sub section; Kaju Mal vs Salig Ram, [1919] Punj; Vijay Kumari Thakur vs; H.P. Administration; Supreme Court"
301,0.33333333333333337,3,2,Indian Arbitration Act; Heyman vs Darwins Ltd. ([1942.] A.C. 356)
302,0.875,16,2,"Madhya Pradesh; Gulsher Ahmad vs Election Tribunal, A.I.R. 1958 Madh"
303,0.8048780487804879,41,8,"Statute I 1.01; 197G H] Ridge vs Baldwin; Khalid Mujib Sehravardi & Ors., [1981] I SCC 722; U.N. Roy vs; [1966] (Supp.) SCC 617; [1981] UPLBEC, 309; 9.2.1990; State Of Haryana"
304,0.9285714285714286,14,1,Lachmandas Kewalram Ahuja and Another vs The State of Bombay ([1962] S.C.R. 710)
305,0.8571428571428572,14,2,article 166(1) and (2); United State
306,0.7142857142857143,14,4,clause (i) of the; proviso to sub section (2) of Section 10; V.R. Pattabiraman; [1985] 2 SCR 643
307,0.6799999999999999,25,8,"K; Muhammedan Jurisprudence; Abdul Kafoor vs Abdul Ratack, A.I.R. 1959 Mad.131; Asa Beevi vs Karuppan, (1918) 41 Madras I.L.R. 365; Hurmoot Ool Nisa Begum vs Allahdis Khan, (1871) 17 W.R.P.C. 108; Latafat Hussain vs Bidayat Hussain (A.I.R. 1936 All; Latafat Hussain vs Bidayat Hussain, A.I.R. 1936 All. 573; Mohammad Ali Khan vs Nisar Ali Khan, A.I.R. 1928 Oudh 67"
308,1.0,13,0,
309,0.9285714285714286,14,1,"Bathina Ramkrishna Reddy vs The State of Madras, [1952] section C. R. 425"
310,0.8823529411764706,17,2,"section 5(1) (a) (d) and section 5(2); Ramchandra Prasad vs State of Bihar, A.I.R. 1961 S.C. 129"
311,0.875,8,1,"Regulation 87(2),the nominations"
312,0.7777777777777778,9,2,Sales Tax Appellate Tribunal; Central Sales Tax 447 Act
313,0.631578947368421,19,7,"418 and section 477A; s.195(1)(c); Cr.; Cr. P.C., 1898; I.P.C.; Mohan Lal vs The State of Rajasthan, AIR 1974 S.C. 299; Raghunath vs State of U.P., AIR 1973 S.C. 1100"
314,0.6842105263157895,19,6,"r. 151; Hanley vs Pease & Partners, Ltd.; Management of Hotel Imperial, New Delhi vs Hotel Workers ' Union; Narayan Prasad Rewany vs State of Orissa, A.T.R. 1957 Orissa 51; T. Cajee vs U. Jormanik Siem; Wallwork vs Fielding"
315,0.5833333333333333,12,5,"article I, sections9 (5) and 10 (2); clause (article 1, section 8 (3); Import Export clauses; A.K. Gopalan vs The State [(1950) S.C.R. 88]; United States vs Trans Missouri Freight Association at 318]"
316,0.64,25,9,6.5(1)(vi); 8 5 (1) (vil) If 8. 2 (e) 16; 8. 2 (e); 8. 2 (e) (iv) with 8. 5 (1) (vi) and 8. 5 (1) (vii); 8. 5 (1) (vii) and 8. 2 (e); 8. 5 (i) (vi a) and 5 (i) (vii); 8.5(1)(vi); Clause (lv) of 8 2 (e); s.2(11)
317,0.5454545454545454,11,5,"Archakas; Kudivarani; Maginiram Sitaram vs Kasturbai Manibhai, (1921) L.R. 49 I.A. 54; Mohamed Muzafar Ali Musavi V. Jabeda Khatun, (1930) L.R. 57 A. 125; Narayanamurthi V. Achaya Sastrulu, A.I.R. 1925 Mad"
318,1.0,11,0,
319,0.75,4,1,"Companies Act, 1913"
320,0.9473684210526316,19,1,"(1) (a), (1) (b) or (2) of article 286"
321,1.0,32,0,
322,0.7887323943661972,71,15,"State of Gujarat; Dibrugarh Municipal Boards; Godra Electricity Co. Ltd.; Indian Railways Act, 1910; 31 C; Natara jan; R.S. Pathak; Mukharji; Ranganathan; Dakor Umreth Electricity Co. Ltd. vs State of Gujarat; Fawcet Properties vs Buckingham County Council, [1960] 3 AII.E.R. 503; Gwalior Rayon vs Union of India, ; 671; Kesavananda Bharati vs State of Kerala, [1973] Suppl; Kesavananda Bharati vs State of Kerala; [1973] Suppl; W.S. Holdsworth Vol. 33 Harvard law Review"
323,0.33333333333333337,9,6,"Baboo Ram Golam Singh vs Nursing Sahoy & others, (1875) XXV Weekly Reporter (Sutherland) 43; Bhagwati Prasad vs Balgobind, A.I.R. 1933 Oudh 161; Dashrathlal Chhaganlal vs Bai Dhondubai, I.L.R. [1941] Bombay 460; Oudh Behari Singh vs Gajadhar Jaipuriya, A.I.R. 1955 All. 698; Phul Mohammad Khan vs Quazi Kutubuddin, I.L.R. [1937] 16 Pat; Rameshwar Lal Marwari vs Pandit Ramdeo, A.I.R. 1957.Patna, 695"
324,0.8888888888888888,9,1,Supreme Court
325,1.0,2,0,
326,0.962962962962963,27,1,"S.S. Jain Sabha vs Union of India, [ILR (1976) 2 Del. 61]"
327,1.0,10,0,
328,0.4285714285714286,7,4,"Hari Vishnu Kamnath vs Ahmad Syed Isak & Ors., A.I.R. 1954 Nagpur 166; Observer Publications P. Ltd. vs Railway Board, Ministry of Railways, Govt; India; New Delhi"
329,0.5714285714285714,7,3,Supreme Court; Sasa Musa Sugar Works (P) Ltd. vs Shobrati Khan C.As; Union of India vs T. R. Varma [1958] S.C.R. 499
330,0.875,16,2,section II7R; Taluqdar
331,0.6923076923076923,13,4,"Central Bank Ltd.; Loss Equalisation and Capital Redemption Reserve Fund; Income tax Officer, Alleppey vs M.C. Poonnoose and Ors; Union of India"
332,0.8095238095238095,21,4,Entry 48 Of List II; Sub sections (1) and (2) of section 6; tile Act; Das
333,0.7,20,6,"Appellant Improvement Trust; Land Acquisition Tribunal; Appeal (No. 1894 of 1990; C.A. No. 1894 of 1990; Civil Appeal No. 1894 of 1990; Union of India vs Filip Tiago De Gama, J.T. 1989 4 S.C. 529"
334,0.7692307692307692,13,3,"State of Uttar Pradesh; clause (ii) of the section 19; District Judge, Delhi"
335,0.9285714285714286,14,1,Banu Dadiba Boatwalla
336,1.0,17,0,
337,0.6153846153846154,13,5,"C.I.T. Bombay vs Manilal Dhanji; C.I.T. Bombay vs Manual Dhanji; C.I.T. Bombay vs Sir Mahomed Yusuf Ismail, [1944] 12 I.T.R. 8; Gujarat vs Keshavlal Lallubhai Patel, and; C.I.T., West Bengal II vs Prem Bhai Parekh (b); Tulsidas Kilachand"
338,0.9090909090909091,11,1,"W. D. Manley vs State of Georgia, (1929) 279 U.S. I and Tot vs United States"
339,1.0,13,0,
340,0.7647058823529411,17,4,"Bigamy; Hindu Marriage Act; Himachal Pradesh Administration, [1966]1 S.C.R. 539; [1965]2 S.C.R. 837"
341,0.8846153846153846,26,3,"E.P. Royappa vs Tamil Nadu; Kavita vs The State of Maharashtra & Ors., [1982] 1 SCR p. 138; [1978] 2 SCR 621"
342,0.8888888888888888,9,1,Clause (4)
343,0.5,10,5,"August 29, 1962; January 28, 1930; October 1, 1960; Srinivas vs Ramaswami, [19661 3 S.C.R. 120; Srinivas vs Ramaswami,[1966]3 S.C R 120"
344,0.8,15,3,Prevention of Detention Act; Preventive Detention Act; Sridhar Vaidya
345,0.7058823529411764,17,5,Sec.; Sec. 4 (1); Sec. 6; sec.; Land Acquisition Act of 1894
346,0.8947368421052632,19,2,"C.D.; Government of June 5, 1962"
347,0.6,15,6,271(1)(c); s.256( D; s.27 1(1); s.27 1(1)(c); sec.; Tribu nal
348,0.7142857142857143,7,2,r. 61; Prevention of Food Adulteration Act
349,0.8181818181818181,11,2,Tenancy Act; sub section
350,0.9,30,3,Dr. Ram Manohar Lohia vs State of Bihar & Ors Arun Ghosh vs State of West Bengal; Jaya Mala vs Home Secretary Govt; [1983] 4 S.C.C. 433
351,0.7037037037037037,27,8,Per Kailasam; Per Sarkaria; Balwant Singh vs State of Punjab [1976] 2 S.C.R. 684; Quinn vs Leatham 1901 A.C. 495; Rajendra Prasad vs State of U.P.; Tribhuvandas vs Ratilal ; = 70 Bom; 20 409SCI/79 1194; Dubey
352,0.625,8,3,s.25G; 1.1; l. l. 1981
353,0.7204301075268817,93,26,"List III as well as List I.; Paragraph 21; articles 200 and 201; l) of 131 section 3; section Kodar; sub s.(l); Bihar Finance Bill, 1981; Commodities Act, 1955; Constitutional Law of India; [1955] I S.C.R. 380; [1979]1 S.C.R. 121; Anr; Podar; Teh Chang Poh @ Char Meh; A. section Krishna vs State of Madras, [1957] S.C.R. 399; Clyde Engineering C xf8; Deep Chand vs State of Uttar Pradesh & Ors [1959] Supp. 2 S.C.R. 8 Ch; J. K Judge Mills Co. Ltd. vs 'The State of Uttar Pradesh; Ltd. vs Cowburn, [1926] 37 Com; Prag Ice & oil Mills vs Union of India; Province of Madras vs Messers Boddu Paidanna & Sons, , Prafulla Kumar Mukherjee & Ors vs Bank of Commerce Ltd., Khulna, A.I.R.; T. Barai vs Henry Ah Hoe, [1983] I S.C.C. 177; Tika Ramji & ors vs State of Uttar Pradesh & Ors; section Kodar vs State of Kerala, [1975] I S.C.R. 121; section Kodar vs State of Kerla, [1975] I S.C.R. 121; zaverbhai Amidas vs State of Bombay, [1955] I S.C.R. 799"
354,0.8571428571428572,7,1,"Natesa Aiyar vs Appavu Padayachi, (1913) LL.R. 38 Mad"
355,0.8333333333333334,12,2,"s.30; sections 30(4), 30, 39 and 40"
356,0.8387096774193549,31,5,s.11 (1); (lV Of 1950); amending Act Of 1951; Union of India; 462 Per Sarkar
357,1.0,2,0,
358,0.7142857142857143,7,2,"Industrial Workers ' Union, and Kodaneri Estate vs Its Work men; SouthIndia Millowners""Association vs Coimbatore District Textile Workers 'Union"
359,0.736842105263158,19,5,"AIR 1983 Kerala 5; AIR 1987 Punjab and Haryana 108; Gurdwara Prabandhak Committee, Delhi Cantonment and Others vs Amarjit Singh Sabharwal and Others; I. V. Mathew vs K.V. 268 Thomas; Lachhman Dass Udasi (deceased by L. RS.)"
360,0.9285714285714286,14,1,State Bank Officers ' Association
361,0.8571428571428572,7,1,Rent Control Law
362,0.75,12,3,Ambala Jail; s.28; Per Dayal
363,0.75,12,3,DAS; MEHR CHAND MAHAJAN; Indian Constitution
364,0.8717948717948718,39,5,"sections 2(16), 2(36), 9(1), 51 and 55; sections 54 and 39; No. 259 1987(R); Sanford H. Kudish vs The Free Press, Collier Mac Millan Publishers; State of Bombay vs section L. Apte & Anr"
365,0.782608695652174,46,10,"2.01; 2.05; Amending Act 24 of 1984; Andhra Pradesh Entertainment Tax Act, 1989; Andhra Pradesh Entertainments Tax Act, 1939; section 4(1),as substituted; 621 East India Tobacco Co vs State of A.P.; AIR 1959 SC 894; Twyford Tea Co. Ltd. & Anr vs The State of Kerala & Anr; [1988] Supp.3 SCR 155"
366,0.75,12,3,"(M.P.) Public Trusts Act, 1951; C.P.C.; Bhagchand Dagadusa vs Secretary of State for India in Coun cil and others , Prasaddas vs Bennerjee I.L.R."
367,0.7142857142857143,7,2,rule 8 of Part C. [790 B D] 1.2; Constitution
