Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
100,0.33333333333333337,6,4,"Anil Starch Products Ltd. vs Ahmedabad Chemical Workers ' Union; Indian Hume Pipe Company, Ltd. vs Their Workmen; Tata Oil Mills Company Ltd. vs Its Workmen; C.A. No. 684 Of I957"
101,0.7333333333333334,15,4,"Ministry of Defence, Department of Production; Defence Production (Directorate of Production and Inspection, Naval) Group A and Group B Technical Post Re cruitment Rules, 1976; col umns 10 and 11; A. Janardhana vs Union of India & Ors"
102,0.6,10,4,Assam Rifles Multi purpose Co operative Society; Cen tral Government; Indian; North Eastern Region
103,0.75,4,1,C .A. No. 471 of 1975
104,0.75,12,3,"Commissioner of Wealth tax West Bengal vs Gouri Shankar Bhar; Sreemutty Soorjeemoney Dossee vs Denobundoo Mullick, 6 M.I.A. 526; Mayne,11th Edition 364"
105,0.4814814814814815,27,14,"Sec. 5; Section 32(IV); Section 73A; 18A Industries (Development and Regulation) Act 1951; Department of the Central Government; Bharat Glass Works (Pvt.) Ltd. vs State of West Bengal & Ors; Carlsbad Mineral Water Mfg. Co. vs P. K. Sarkar; D.P. Kelkar, Amalner vs Ambadas Keshav Bajaj & Ors., A.I.R. 1971 Bom; Heavy Engineering Mazdoor Union vs The State of Bihar & Ors; Indian Naval Canteen Control Board vs Industrial Tribunal, Ernakulam & Anr., [1965] II L.L,J. 366; Management of Bihar Khadi Gramodyog Sangh, Muzaffarpur vs The State of Bihar & Ors; Swadeshi Cotton Mills Thozhilalar Shemalana Padukappu Union vs M/s. National Textile Corporation Ltd.; Workmen, Karnataka P.F. Employees Union vs Additional Industrial Tribunal & Anr., [1983] II L.L.J. 108; Abdul Rehman Abdul Gafur"
106,1.0,7,0,
107,0.8333333333333334,18,3,"S.C.R. 133; Emperor vs Balumal Hotchand and Ors; Ram Naresh Yadav & Ors vs State of Bihar, A.I.R. 1987 S.C. 1500"
108,0.33333333333333337,3,2,Order XL; Supreme Court
109,1.0,5,0,
110,0.7142857142857143,21,6,"articles 19(1)(f) and (g) and 31; 409 Held; Per Subba Rao; Province of Bombay vs Khusaldas section Advani; Rex vs Electricity Commissioners, Ex Parte London Electricity joint Committee Co.; Rex vs London County Council, Ex Parte Entertainments Protection Association Ltd."
111,0.8,5,1,"Tata Iron and Steel Co. Ltd. vs The State of Bihar, [1963] Supp. 1 SCR 199"
112,0.4545454545454546,33,18,"Maharashtra State; Malguzari; Navegaon Bandh; Sakoli Tahsil; V. Mohar Singh; Wazib Ul Arz; Wazib ul Arz; Central Provinces Irrigation Act, 1931 (CP Act III of 1931); Central Provinces lrrigation Act, 1931; Irrigation Act; Land Revenue Act 1917; M.P. Abolition of Proprietary Rights Act, 1980; M.P. Land Revenue Code, 1954; Madhya Pradesh Act 1 of 1951; High Court of Bombay; section 45 to 47; Allen V Petrick, 69 Mont. 373, 377, 379, 380 452, 453 (1924); Harrop v Hirst"
113,0.9090909090909091,11,1,"Collector of Central Excise, Hyderabad vs M/s. Chemphar Drugs and Liniments, Hyderabad, [1989] 2 SCC 127"
114,0.25,4,3,"October 31,1967 this Court; Gilchrist Watt and Sanderson Pty Ltd. vs York Products Ltd.; Moris vs C. W. Martin & Sons, Ltd., [1965] 2 All E.R. 725"
115,0.5,2,1,Rajput
116,0.8235294117647058,17,3,"section II(II); A. & W. Nesbitt Ltd. vs Mitchell, [1926] II T.C. 2II; Mc Gregor and Baljbur Ltd. vs Commissioner of Income tax, Bengal"
117,0.6666666666666667,6,2,"section 5(b); East Punjab Essential Services (Mainten ance) Act, 1947"
118,0.6,5,2,"Central Excises & Salt Act,1944 and; Collector of Customs, Bombay vs Swastic Woollen (P) Ltd."
119,0.5,2,1,Sec.
120,0.0,2,2,"sions of section 20(2)(a); U.P. Urban Building (Regulation of Letting Rent and Eviction) Act, 1972"
121,0.3529411764705882,17,11,"Mitakshara school; A. Perumalakkal vs Kumaresan Balakrishnan and Ors; AIR 1957 Andhra Pradesh 1012; G. Suryakantam vs; Ponnusami vs Thatha and Ors; Ramanna vs Venkata, ILR 11 Madras 246; Rottala Rungunatham Chetty vs Pulicat Ramasami Chetti, ILR 27 Madras, 162; Suraj Bunsi Koer vs Sheo Proshad Singh and Ors; ILR 6 IA 88; Hindu Succes sion Act; G. Suryanarayanamurthy"
122,0.33333333333333337,6,4,"Central Excise; Customs, Excise and Gold (Control) Appellate Tribunal; Bhor Industries Ltd. Bombay vs Collector of Central Excise, Bombay; J.K. Cotton Spinning & Weaving Mills vs Sales Tax Officer, Nagpur and another, [1965] 1 S.C.R. Page 900"
123,0.46153846153846156,26,14,"Act 11 of 1852; Balaji Venkatesh; Ganapati; Ganapati Maharaj; Sthanic; Timmaya; 775 Arunachalam Chetty vs Venkatachalapathi Guru Swamigal, (1919) L.R. 46 I.A. 204; Babu Bhagwan Din vs Gir Nar Saroon, (1939) L.R. 67 I.A. 1; Hari Raghunath vs Apantii Bhikajii, Bom; Narayanan vs Hindu Religious Endowments Board, A.I.R. 1938 Mad. 209; Prematha Nath Mullick vs Pradyumna Kumar Mullick, (1925) L.R. 52 I.A. 245; Ram Soondur Thakoor vs Taruk Chunder Turkoruttum, (1873) 19 Weekly Reporter 28; Srinivasa Chariar vs Evalappa Mudaliar, (1922) L.R. 49 I.A. 237; Venkatachala vs Sambasiva, A.I.R. (1927) Mad. 465"
124,0.4545454545454546,22,12,"s 24; section 24(3); Additional Commissioner of Income Tax vs Samarathmal Santoshchand, Madhya Pradesh; Ahmed Ibrahim section Dhoraji vs The Commissioner of Wealth Tax Gujarat, [1981] 3 SCR p. 402; Badri Prasad & Sons vs Commissioner of Income Tax, Allahabad; Income Tax Officer, A Ward, Sitapur vs Murlidhar Bhagwan Das, at 346; Manilal Gafoorbhai Shah vs Commissioner of Income Tax, Gujarat; Mohd. Ahsan Wani vs C.I.T., Jammu & Kashmir; Pioneer Trading Syndicate vs Commissioner of Income Tax, Lucknow, Bench Allahabad); Rattan Lal & Ors vs Income Tax officer, Delhi; Shakuntala Devi & Ors vs C.I.T, Delhi; Supreme Court"
125,0.75,4,1,"Prevention of Corruption Act, 1947"
126,0.34615384615384615,26,17,"Code of Civil Procedure; 119 940 Md We Gyan vs Maung Than Byu (A.I.R. 1937 Rang; Abdul Karim vs Islamunnissa Bibi ([1916] I.L.R. 38 All. 339); Bahir Das vs Girish Chandra ([1922] A.I.R. 1923 Cal; Bajagopalier vs Bamanujachariar ([1923] I.L.R. 47 Mad. 288); Balakrishnayya vs Linga Bao, (I.L.R. ,; Basul vs Amina ([1922] I.L.R.; Batnam Aiyar vs Krishna Doss Vital Doss ([1897] I.L.R.; Biru Mohata vs Shyania Charan Khowas ([1895] I.L.R.; Chengalraya vs Kollapuri (A.I.R.; J. Marret vs Md. K. Shirazi & Sons (A.I.R. 1930 P. C. 86); Lakshminarayan vs Laduram ([1931] A.I.R. ,; Manmothanoth Ghose vs Lachmi Devi ([1927] I.L.R. 55 Cal.; Nirode Kali Boy vs Harendra Nath (I.L.R. [1938] 1 Cal. 280); Seshagiri Rao vs Srinivasa Rao ([1919] I.; Vachali Bohini vs Kombi Aliassan '([1919] I.L.R. 42 Mad. 753); Venkatachalapathy Aiyen vs Perumal Aiyen ([1912] M.W.N. 44)"
127,1.0,5,0,
128,0.6666666666666667,9,3,"Augus t 3, 1987; section 12 (1); Ramesh Yadav vs DistrictMagistrate, Etah and ors., [1985] 4 SCC"
129,0.5,4,2,Boyse vs Rossborough ([1857]; Craig vs Lamoureux and Hall vs Hall ([1868] L.R. I P. & D. 481)
130,0.5,6,3,"Erumeli Estate V. Industrial Tribunal, [1962] II L.L.J. 144; Sirsilk Ltd. vs Government of Andhra Pradesh, ; , 452; State of Uttar Pradesh & Others vs Babu Ram Upadhya, ; , 710"
131,0.2857142857142857,7,5,"section 3(i) and (iii); West Bengal (Prevention of Violent Activities) Act, 1970; Naibati Railway Police; Naibati police; Naibati"
132,0.6666666666666667,6,2,"Barendra Kumar Ghosh vs Emperor, L.R. 52 I.A. 40; Mahbub Shah vs King Emperor, L.R. 72 I.A. 148"
133,0.7333333333333334,15,4,"Additional District Judge in Madhya Pradesh; Civil Court; Madhya Pradesh High Court; Subordinate Judge, Delhi"
134,0.65,20,7,"Police Act; Raj Kumar; ,[1970] 1 S.C.C. 653; 938 Union of India vs Ram Kishan; Ajaib Singh vs Joginder Singh; Delhi Administration vs Chanan Shah, [1969] 3 S.C.R. 653; S.N. Sharma vs Bipan Kumar Tiwari & Ors"
135,0.19999999999999996,5,4,"Electricity Supply Act, 1948; Electricity Supply Act, 1948 (54 Of 1948); Bayoda Boyough Municipality vs Its Workmen; [1957] S.C.R. 33"
136,0.6,5,2,Bose; Fulbati Kumari vs Maheswari Prasad (A.I.R. 1923 Pat
137,0.8571428571428572,21,3,"British India General Insurance Co. Ltd. vs Captain Itbar Singh Ors; Commissioner of Income Tax, Mysore vs The lndo Mercan tile Bank Limited, [1959] Supp; Nitya nanda Guru vs State of Orissa, (A.I.R. 1983 Orissa 54)"
138,0.5238095238095238,21,10,1.2.1966; 31.12.1966; Subsection (1) of section 13 A; s 13(3) & 13(4); sec tion (c); sub sec.; Amending Act; Ordinance No. 26 of 75; B.P. Khemka; V.B.K. Bhowmick
139,0.2592592592592593,27,20,"Motor Spirit and Lubricants Taxatation Act 1938; 21 January, ]; rules 67 A, 67 I, 67 S, 67 K and 67 L; section 24, 28, 29 and 30; 11939] F.C.R. 18; C.A. No. 1433; C.A. No. 1871 of 1974; Civil Appeal No. 365 of 1969; Harinarayan Jaswal; State of Orissa; Bimal Chandra Banerjee vs State of Madhya Pradesh; Coverjee B. Bharuchua vs The Excise Commissioner; Hari Shanker V. Deputy Excise and Taxation Commissioner; Madhavan V. Assistant Excise Commissioner; [1972]3 S.C.R. 784; [1975] Vol.; Ajmer; Central Province; Kerala; Guruswaamy & Co."
140,0.6153846153846154,13,5,"Section 13(1)(a); sub tenan; 1st August, 87; Sachindra Nath Shah vs Santosh Kumar Bhattacharya, A.I.R. 1987 SC 409; Variety Emporium vs V.R.M. Mohd. Ibrahim Naina, A.I.R. 1985, SC."
141,1.0,2,0,
142,0.7333333333333334,15,4,"June 9,; May 31 of the next; K. Das; Sliah"
143,0.75,12,3,"U.P. Municipalities Act, 1916; Inder Bahadur vs Municipal Board, Mirzapur and Ors; Ram Kripal Garg vs State of U.P."
144,0.7435897435897436,39,10,"Indian 1189 Penal Code; Part C States (Laws) Act, 1950; Vindbya Pradesh Criminal Procedure Code; Vindhya Pradesh Ordinance, 1949; S.21; article 220; section 5 (2); Attorney General vs Herman James Sillem (11 H. L. C. 704); Mayor of Lyons vs Bast India Co. (1 M.I. A. 175); Syed Qasim Razvi vs State of Hyderabad ([1952] S.C.R. 710)"
145,0.4347826086956522,23,13,"First Schedule; Section 191of; article 22 6; article I36; entry 61(8); Constitution of India; Per Sarkar; Rajagopala Ayyangar; Das Gupta; Gajendragadkar; Wanchoo; State of Uttar Pradesh vs Mohammad Nook; Union of India vs T. R. Varma, [1958] S.C.R. 499"
146,1.0,7,0,
147,0.5,6,3,"Supreme Court; Indian Income tax Act, 1922; Seth Gurmukh Singh vs Commissioner of Income tax, Punjab (1944 I.T.R. 393)"
148,0.4736842105263158,19,10,"Central Sales Tax Amendment Act, Act 61 of 1972; Sales Tax Law; Tamilnadu Act; Tamilnadu Sales Tax Act; Article 286(3); clause (IV) of section 14; clause IV; sub division of Clause IV; State of Madhya Pradesh vs Hira Lal; (1966) 17 STC 313 315; Devidas"
149,0.7272727272727273,11,3,"Entry 46 of the First Schedule; Commissioner of Sales Tax vs Mitra Industries, [1988] 69 S.T.C.; Deputy Commissioner of Sales Tax (Law) Board of Revenue vs G.S. Pai & Co."
150,0.9090909090909091,11,1,section 10
151,0.5454545454545454,22,10,"United Provinces Muslims Waqf Act, 1936; Nagendra Nath Dey V. Suresh Chandra Dey; (1932) 34 Bom; Chaturbhuj Mohanlal vs Bhicam Chand Choroyia & Sons; L.R. Beti Maharani vs The Collector of Etawah, All. 198; Lal Chand vs Messrs. Basanta Mal Devi Dayal & Ors; Mathu Kutty vs Varoe Kutty, A.I.R. 1950 Mad; Musammat Basso Kaur vs Lala Dhua Singh, (1888) 15 I.A. 211; Narayan Jivangouda vs Puttabai, (1944) 47 Bom; Sundaramma vs Abdul Khader, Mad. 490"
152,0.5833333333333333,24,10,"Constitution; Clause (b) of sub section (3) of section 34; Entry 51 of List II of Schedule VII; Supreme Court; Bhajan Lal Saran Singh & Co. vs State of Punjab and others, 1967 Current Law Journal (Punjab and Haryana) 460; Excise & Taxation Commissioner and others, ; State of Punjab vs Balbir Singh and others, AIR 1977 SC 1717; Shyam Lal vs State of Punjab, AIR 1976 SC 2045; State of M.P. vs Firm Goppulal; State of Punjab vs Balbir Singh and others, AIR 1977 SC 1717; State of Punjab vs Mulkh Raj and Co., AIR 1977 SC 1550"
153,0.33333333333333337,15,10,"C.P. and Berar Shops and Establishments Act, 1947; Constitution; article 226; Century Insurance Co. Ltd. vs Northern Ireland Road Transport Board, [1942] A.C. 509; Denham vs Midland Employees Mutual Assurance Ltd.; Jestamani Gulabrai Dholkia vs The Scindia Steam Navigation Company; Jones vs Scullard, ,; Mersey Docks and Harbour Board vs Coggins & Griffith (Liverpool) Ltd.; Nokes vs Doncaster Amalgamated Collieries, Ltd. [1940] 3 All England Law Reports 549; Quarman vs Burnett"
154,0.33333333333333337,6,4,Mina Kuer; Bihar State; U.P.; Sant Narain Mathur vs Rama Rrishna Mission
155,0.7291666666666667,48,13,"Medical, Dentistal and Ayurvedic Colleges; State Government of Madhya Pradesh; State cf Madhya Pradesh; State of Andhra Pradesh; State of Kerala; Article 14, 15(1) or 15(2) or 15 (4); Articles 15(1), (2) and (4); List I (Union List) of the Seventh Schedule; Rule 7. 760; Indian medical council Act 1956; University of Jabal; Amalendu Kumar vs State of Bihar, AIR 1980 Patna 1; G State of Kerala vs Kumari T. P. Roshana and Ors"
156,0.7058823529411764,17,5,"August :25, 1961; January 9, 1951; Article 136; Code.of Civil Procedure; Constitution"
157,0.75,8,2,section 7A and rule 41(3); sub rule (3) of rule 41
158,0.6190476190476191,21,8,Sec.; Section 24B(c); Sub section (2) of Section 3; Excise Manual; U.P. Act No. 13 of 1973; U.P. Excise Act of 1910; U.P. Ordinance 4 of 1979; Uttar Pradesh Excise Act 1910
159,1.0,4,0,
160,0.6470588235294117,17,6,"Entry 14; Constitution (Sixth Amendment) Act, 1956; Essential Goods (Declaration and Regulation of Tax on Sale or Purchase) Act, 1952; Madhya Bharat Sales Tax Act, Samvat 2007, (Act No. 30 of 1950); Firm of A. 'Gowrishankar vs Sales Tax Officer, Secunderabad, A. I. R.; Sardar Soma Singh vs The State of Pepsu and Union of India"
161,0.875,8,1,"Paradakanta Mishra vs Mr. Justice Gatikrushna Mishra, [1975]1 S.C.R. 524"
162,0.8571428571428572,7,1,section 32(7) or section
163,0.5555555555555556,36,16,"Kapurthala State; Punjab; Income tax Act; Indian Finance Act; Indian Finance Act, 1950 (26 of 1930); Patiala Income tax Act of Samvat 2001; section 34 893; March 12, 1953; November 4, 1954; Bidi Supply Co. vs Union of India; Biswanath Khemka vs The King Emperor; K. section Srinivasan vs Union of India; Lakshmana Shenoy vs The Income tax Officer, Ernakulam, [1959] S.C.R. 751; Montreal Street Railway Company vs Normandin, L.R. 1917 A. C. 170; Pitamber Vajirshet vs Dhandu Navlapa, I.L.R.; State of U.P. vs Manbodhan Lal Srivastava, [1958] S.C.R. 553"
164,0.7894736842105263,19,4,"section 5(2) read with section 5(1) (d); section 5(2) read with section 5(1)(d); Hind Fertilizer , Bhavnagar; Additional Special Judge Ahmedabad"
165,0.7692307692307692,13,3,"article 95 of Table A; sections 35(10) and 2(6A)(c); Ahmedabad Manufacturing and Calico Printing Co. Ltd. vs S.G. Mehta, [1963] Supp. 2 S.C.R. 92"
166,0.2142857142857143,14,11,"article 136; section 103; section 510; section 8; Emperor vs Ramanuya Ayangar, A.I.R. 1935 Mad. 528; Public Protector vs India China Lingiah & Ors., A.I.R. 1954 Mad; Ramkrishan Mithaplal Sharma vs State of Bombay, [1955] I S.C.R. 9 '; State of Madras vs Vaidyanatha Iyer, ; , 587; Sukhan vs Crown, I.L.R. X Lah. 283; Cr; Pulukiuri Kotayya"
167,0.8181818181818181,11,2,Section 17(2) and (2A); section 17(2) and (2A)
168,0.4444444444444444,9,5,"Commissioner of Income tax vs Kalu Babu Lal Chand, [1960] 1 S.C.R. 32o; Dhayangadhara Chemical Works Ltd. vs State Of Saurashtra; Gokul Chand vs Firm Hukum Chand Nath Mal, (1921) L.R. 48 I.A. 162; Shivanandan Sharma vs The Punjab National Bank Ltd.; Indian Income tax Act, 1922"
169,0.8571428571428572,7,1,Jodhpur Bilara Beawar Aj
170,0.30434782608695654,23,16,"Amending Act; Government of India Act, 1935; (1952) 3 STC 343 @ 367; (1960) 11 STC 698; Anwarkhan Mchboob Co. vs The State of Bombay (Now Maharashtra) & Ors; B.N. Tewari vs Union of India & Ors; K. Rangappa Balica & Co. AIR 1969 SC & 509 ; @ 47 Firm .A.T.B.; Koteswar Vittal Kamath vs; Mehtab Majid & Co. vs State Madras [1963] Suppl; Nilciri Ceylon Tea Supplying Co. vs The State of Bombay (1959) 10 STC 500; Shaw Bros & Co. vs The State of West Bengal (1963) 14 STC 878; Shaw Wallace & Co. Ltd. vs The State of Tamil Nadu (1976) 37 STC 522; Shriram Gulabdas vs Board of Revenue, Madhya Pradesh & Anr; Stale of Madras vs Bell Mark Tobacco Co. (1967) 19 STC 129; State of Madras vs Swasthik Tobacco Factory (1966) 17 STC 316; SCR 435"
171,0.2857142857142857,7,5,"C.P.C.; 1047 D] Rex vs Clewes; Hanumant vs 'The State of Madhya Pradesh, [1952] S.C.R. 1091; Narain Singh vs The State of Punjab; Palvinder Kaur vs The State of Punjab, , Emperor vs Balmakund, I.L.R. 52 All"
172,0.6153846153846154,13,5,"Section 198(1); Section 309(3); art, 226; section 309(3); Constitution"
173,0.75,16,4,"Sec tion 2(e)(v); Section 116; Finance Act,1969 and; Supreme Court"
174,0.5263157894736843,19,9,Chapter XXXIV and sections 451 and 452; Section 100; Section 4(2); article 19(1) (g); section 100; section 123; section 123(1); section 130; Cr.
175,N/A,0,0,
176,0.4545454545454546,11,6,"February 23, 1965; Cr; I.P.C.[256; Indian Lunacy Act, 1912; D. C. Thakker vs State of Gujarat; State of Madya Pradesh vs Ahmadulla"
177,0.3846153846153846,13,8,"s.439; sections 154 and 156; sections 439 and 561 A; ss.420, 120B read with s.420; Constitution; State of West Bengal; Supreme Court; King Emperor vs Khwaja Nazir Ahmad, (1944) L.R. 71 I.A. 203"
178,0.75,4,1,"C. P. S Berar Municipal Act, 1922"
179,0.7692307692307692,13,3,"Mysore State; section 116(7); General Manager, Southern Railway vs Rangachari, ; , 596"
180,0.8181818181818181,11,2,article 19 (1) (g); Aswini Kumar Ghosh vs Arabinda Bose
181,0.7142857142857143,7,2,"sections 477 A and 408; Ras Behari Lal vs The King Emperor, (1933) L.R. 60 I.A. 354"
182,0.7021276595744681,47,14,"C.P.C.; Indian Constitution; Madras Estate (Reduction of Rent) Act, 1947; Acts 17 and 18 of 1957; O. section 101; O.S. 47/53; section 668; 672F C & 673C; A.S. No. 668 of 1954; L748SuP CI/74 656; O.S. No. 101 of 1954; Addanki Tiruvenkata Tata Desika Charyulu vs State of Andhra Pradesh A.I.R. 1964 S.C. 807; Raja Sri Sailendra Narayan Bhanja Deo vs State of Orissa; Shri Prithvi Cotton Mills Ltd. vs Broach Borough Municipality and Reid vs Reid at 408"
183,0.5111111111111111,45,22,"Civil Appeal No.481 of 1983; Assam State; Amending Act, 1985; Foreigners ' Order 1948; Foreigners ' Protection Area Order 1958; Foreigners 'Protection Area Order, 1958; Immigrants (Explusion from Assam) Act, 1950; 1.1.1966; Articles 19(1) (d) and (e); Clause 9(2); clause section 7; Brind vs Secretary of State; Council of Civil Service Unions vs Minister for the Civil Service; Indo China Steam Navigation Co. vs Jasjit Singh, [1964]6 SCR 594 at 621 to 622; JR Vohra vs India Export House pvt; Kennedy vs Mendoza Martinez ; ,159 [1963]; Louis De Raedt vs Union of Indian; Maharashtra State Board of Secondary & Higher Education vs K.S. Gandhi; McInnes vs onslow Farme & Anr., D) p. 219; R. vs Secretary of Stale for the Home Department; Scheduled Caste and Weaker Section Welfare Association vs State of Karnataka, [1991]2 SCC 604; Arstotle"
184,0.7,10,3,"sections 10(2)(vi); Per Shah; Corporation of Calcutta vs Chairman, Cossipore and Chitpore Municipality (1922) L.R. 48 I.A. 435"
185,0.6666666666666667,3,1,[181D] 178 4
186,0.0,4,4,"Commissioner of Income tax vs Calcutta Stock Exchange Association Ltd.; Commissioner of Income tax, Bombay City vs Royal Western India Turf Club Ltd.; Liverpool Corn Trade Association vs Monks, (1926) 2 K. B. 110; Styles vs New York Life Insurance Co."
187,1.0,3,0,
188,0.5,18,9,"Aditya V. Birla; State of Madhya Pradesh; Government of India; Governments of India; Thai Rayon Company; Chintaman Rao; Ellis vs Ellis and Co., [19051 1 K.B. 324; Morren vs Swinton and Pendlebury B.C.,[1965] 1 W.L.R, 576; [19581 S.C.R. 1340 at 1346"
